FoodID	Chapter	Food Name	Alcohol	Alpha-carotene	Alpha-tocopherol	Ash	Available carbohydrate by difference	"Available carbohydrate, FSANZ"	Available carbohydrates by weight	Available carbohydrates in monosaccharide equivalent	Beta-carotene	Beta-carotene equivalents	Beta-tocopherol	Caffeine	Calcium	"Carbohydrate by difference, FSANZ"	Cholesterol	Copper	Delta-tocopherol	Dietary folate equivalents	Dry matter	Edible portion	"Energy, total metabolisable (kcal)"	"Energy, total metabolisable (kcal, including dietary fibre)"	"Energy, total metabolisable (kJ)"	"Energy, total metabolisable (kJ, including dietary fibre)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)"	"Fat, total"	Fatty acid 18:3 omega-3	Fatty acid 20:5 omega-3	Fatty acid 22:5 omega-3	Fatty acid 22:6 omega-3	"Fatty acid cis, trans 18:2 omega-9, 11"	"Fatty acid cis,cis 18:2 omega-6"	"Fatty acids, total long chain polyunsaturated omega-3"	"Fatty acids, total monounsaturated"	"Fatty acids, total polyunsaturated"	"Fatty acids, total polyunsaturated omega-3"	"Fatty acids, total polyunsaturated omega-6"	"Fatty acids, total saturated"	"Fatty acids, total trans"	"Fibre, total dietary"	"Fibre, water-insoluble"	"Fibre, water-soluble"	"Folate food, naturally occurring food folates"	"Folate, total"	"Folic acid, synthetic folic acid"	Fructose	Gamma-tocopherol	Glucose	Iodide	Iron	Lactose	Magnesium	Maltose	Manganese	Niacin equivalents from tryptophan	"Niacin equivalents, total"	"Niacin, preformed"	"Nitrogen, total"	Phosphorus	Potassium	"Protein, total; calculated from total nitrogen"	Retinol	Riboflavin	Selenium	Sodium	"Starch, total"	Sucrose	"Sugars, total"	Thiamin	Total carbohydrate by difference	Total carbohydrates by summation	Tryptophan	"Vitamin A, retinol equivalents"	Vitamin B12	Vitamin B6	Vitamin C	Vitamin D; calculated by summation	"Vitamin E, alpha-tocopherol equivalents"	Water	Zinc	
FoodID	Chapter	Food Name	g/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	mg/100g	?g/100g	g/100g	%	kcal/100g	kcal/100g	kJ/100g	kJ/100g	kcal/100g	kJ/100g	kcal/100g	kJ/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	?g/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	g/100g	?g/100g	mg/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	mg/100g	g/100g	g/100g	mg/100g	?g/100g	?g/100g	mg/100g	mg/100g	?g/100g	mg/100g	g/100g	mg/100g	
M410	M	"Pork, shoulder roast, separable lean 74%, hard fat 8%, soft fat 7%, intermuscular fat 6% & skin 5%, raw"	0	0	0	0.93	0.66	0	0	0	0	0		0	11.36	1	69.74	0.06		4.69	36.11	78	221.16	221.16	919.15	919.15	219.89	919.15	223.97	936.2	16.62								7.305	1.483			6.64		0	0	0	4.69	4.69	0	0		0	1.32	1.63	0	21.38	0	19.68	3.5	6.97	3.46	2.86	230.34	407.7	17.9	0	0.18	6.76	77.77	0	0	0	0.42	0.66	0	206.09	0	0.46	0.14	0.57	0.7	0.04	63.89	2.96	
M411	M	"Pork, leg steak, separable lean, stewed"	0	0		1.2	0	0	0	0	0	0		0	8	0	139	0.12		1.3	37.9	100	175.15	175.15	739.58	739.58	176.93	739.58	176.93	739.58	3.85								1.473	0.273			1.654		0	0	0	1.3	1.3	0	0		0	0.93	2.25	0	33	0	25	7.26	11.16	3.9	5.62	307	464	35.13	0	0.09	6.8	55	0	0	0	0.38	0	0	427.12	0	0.38	0.11	0.7	0.6	0	62.1	4.7	
M413	M	"Pork, loin medallion, separable lean 85%,intermuscular fat 10% & soft fat 5%, raw"	0	0	0	1.02	0	0	0	0	0	0		0	10.88	0.38	72.24	0.03		3.47	30.75	87	175.3	175.3	731.49	731.49	175	731.49	176.55	737.97	10.82								4.622	0.939			4.341		0	0	0	3.47	3.47	0	0		0	1.32	1.3	0	23.8	0	16.57	4.03	7.81	3.78	3.12	246.59	445.02	19.49	0	0.13	4.45	65.57	0	0	0	0.48	0	0	236.99	0	0.36	0.14	0.6	0.71	0.01	69.25	2.1	
M415	M	"Pork, leg roast, separable lean 77%, fat 16%, & skin 6%, raw"	0	0		1.09	0.2	0	0	0	0	0		0	8.99	0.79	69.36	0.05		3.15	33.33	80	190.81	190.81	795.29	795.29	190.26	795.29	193.49	808.78	12.53								5.551	1.105			5.004		0	0	0	3.15	3.15	0	0		0	1.32	1.5	0	15.85	0	18.17	3.8	7.37	3.57	3.12	262.75	462.67	19.5	0	0.12	8.78	78.71	0	0	0	0.45	0.2	0	223.54	0	0.45	0.13	0.6	0.64	0.19	66.67	2.51	
M416	M	"Pork, loin, fillet steak, lean, grilled"	0	0		1.5	0	0	0	0	0	0		0	8	0	124	0.25		1.5	34.2	100	153.25	153.25	646.94	646.94	154.77	646.94	154.77	646.94	3.5								1.32	0.229			1.503		0	0	0	1.5	1.5	0	0		0	0.93	2.6	0	39	0	28	6.29	10.79	4.5	4.87	394	706	30.44	0	0.09	16.8	83	0	0	0	0.94	0	0	370.12	0	0.54	0.09	0.8	0.6	0.2	65.8	3.5	
M417	M	"Pork, loin medallion, separable lean, raw"	0	0	0	1.1	0	0	0	0	0	0		0	10	0	71	0.03		3.8	25.2	100	122.45	122.45	515.04	515.04	123.21	515.04	123.21	515.04	4.3								1.695	0.377			1.665		0	0	0	3.8	3.8	0	0		0	1.32	1.24	0	26	0	16	4.33	8.53	4.2	3.35	264	476	20.94	0	0.14	4.6	66.8	0	0	0	0.54	0	0	254.6	0	0.38	0.16	0.7	0.6	0	74.8	2.25	
M419	M	"Pork, midloin chop, separable lean, microwaved"	0	0		1.3	0.18	0	0	0	0	0		0	9.9	0.18	104	0		1.1	40.1	100	182	182	766.63	766.63	183.4	766.63	184.11	769.6	5.5								2.075	0.36			2.362		0	0	0	1.1	1.1	0	0		0	0.93	1.5	0	31	0	19	6.85	11.33	4.48	5.3	297	471	33.13	0	0.04	13	67	0	0	0	0.38	0.18	0	402.8	0	0.73	0.26	0.8	0.8	0.2	59.9	3.4	
M420	M	"Pork, scotch fillet steak, separable lean, raw"	0	0	0	1.04	0	0	0	0	0	0		0	6	0	65	0.07		5.3	25.2	100	125.98	125.98	529.2	529.2	126.6	529.2	126.6	529.2	4.97								1.959	0.505			1.924		0	0	0	5.3	5.3	0	0		0	1.32	1.7	0	25	0	19	4.2	8.4	4.2	3.25	262	477	20.31	0	0.2	11	70	0	0	0	0.65	0	0	247	0	0.55	0.15	0.7	0.16	0	74.8	3.53	
M421	M	"Pork, leg steak, separable lean, raw"	0	0	0	1.09	0	0	0	0	0	0		0	8	0	79	0.06		4.5	24.1	100	106.38	106.38	448.9	448.9	107.39	448.9	107.39	448.9	2.57								1.013	0.261			0.995		0	0	0	4.5	4.5	0	0		0	1.32	1.8	0	36	0	22.5	4.3	8.5	4.2	3.33	347	608	20.81	0	0.19	11.6	84	0	0	0	0.57	0	0	253.08	0	0.39	0.14	0.7	0.6	0	75.9	2.98	
M427	M	"Pork, separable soft fat, raw"	0	0		0.42	5.67	0	0	0	0	0		0	17	5.67	79	0		1	73.2	100	562.45	562.45	2316.91	2316.91	554.29	2316.91	577.33	2413.26	58.8								27.3	5.04			22.437		0	0	0	1	1	0	0		0	1.32	1.5	0	7.8	0	21	1.72	3.22	1.5	1.33	105	186	8.31	0	0.05	3.1	55	0	0	0	0.08	5.67	0	101.08	0	0.18	0.04	0.1	1.3	0.2	26.8	0.72	
M429	M	"Pork, forequarter scotch fillet, separable lean, grilled"	0	0		1.45	0	0	0	0	0	0		0	9.8	0	106	0.13		1.6	40.1	100	207.33	207.33	869.13	869.13	207.93	869.13	207.93	869.13	9.62								3.629	0.683			4.132		0	0	0	1.6	1.6	0	0		0	0.93	2.35	0	36	0	28	6.24	10.74	4.5	4.83	382	682	30.19	0	0.11	16.7	98	0	0	0	0.72	0	0	367.08	0	0.82	0.15	0.8	0.15	0.2	59.9	6.3	
M43	M	"Beef, tongue, pickled"	0	0	0.28	3.5	0.91	0	0	0	0	0		0	7	0.91	78	0.37		6	37.6	60	220.25	220.25	914.19	914.19	218.71	914.19	222.42	929.7	17.5								7.707	0.823			7.94		0	0	0	6	6	0	0		0	0.71	4.9	0	19	0	26	3.41	9.81	6.4	2.51	150	300	15.69	0	0.38	12	1210	0	0	0	0.1	0.91	0	200.8	0	5	0.18	3	0.34	0.28	62.4	3.5	
M433	M	"Pork, schnitzel, separable lean, raw"	0	0	0	1.21	0	0	0	0	0	0		0	5	0	64	0.06		1.9	24.8	100	112.33	112.33	474.13	474.13	113.43	474.13	113.43	474.13	2.62								1.033	0.259			1.014		0	0	0	1.9	1.9	0	0		0	1.32	1.4	0	29	0	18	4.59	8.79	4.2	3.55	286	485	22.19	0	0.17	10.5	61	0	0	0	0.54	0	0	269.8	0	0.33	0.23	0.7	0.9	0	75.2	2.15	
M434	M	"Pork, loin, medallion, lean, grilled"	0	0	0.2	1.53	0	0	0	0	0	0		0	10	0	109	0.05		1.4	39.1	100	182.94	182.94	770.11	770.11	184.24	770.11	184.24	770.11	5.91								2.229	0.413			2.538		0	0	0	1.4	1.4	0	0		0	0.93	1.9	0	36	0	24	6.71	11.21	4.5	5.19	374	649	32.44	0	0.05	16.8	85	0	0	0	0.58	0	0	394.44	0	0.52	0.12	0.8	0.8	0.2	60.9	3.6	
M438	M	"Pork, midloin chop, separable lean 92% & fat 8%, roasted"	0	0		1.07	0.73	0	0	0	0	0		0	13.51	0.73	95.99	0.02		1.27	37.84	85	199.69	199.69	834.81	834.81	199.71	834.81	202.69	847.25	11.1								4.465	0.815			4.718		0	0	0	1.27	1.27	0	0		0	0.93	1.43	0	30.55	0	16.55	5.16	9.36	4.21	3.99	363.83	522.99	24.94	0	0.09	11.03	74.07	0	0	0	0.4	0.73	0	303.32	0	0.72	0.17	0.64	0.84	0.2	62.16	3.06	
M439	M	"Pork, composite cuts, separable intramuscular fat, raw"	0	0		0.71	0.71	0	0	0	0	0		0	15	0.72	79	0		2	54.4	100	409.9	409.9	1692.58	1692.58	404.92	1692.58	407.83	1704.73	39.6								16.945	3.09			17.039		0	0	0	2	2	0	0		0	1.32	1.7	0	14	0	19	2.76	4.26	1.5	2.14	177	325	13.38	0	0.09	3.9	61	0	0	0	0.23	0.71	0	162.64	0	0.32	0.04	0	1.3	0	45.6	1.6	
M441	M	"Pork, loin steak, separable lean, raw"	0	0		1.13	0.08	0	0	0	0	0		0	8	0.08	68	0.09		3.9	24.4	100	104.38	104.38	440.72	440.72	105.43	440.72	105.74	441.99	2.32								0.834	0.236			0.898		0	0	0	3.9	3.9	0	0		0	1.32	1.7	0	35	0	22.5	4.32	8.52	4.2	3.34	340	587	20.88	0	0.21	10.6	77	0	0	0	0.75	0.08	0	253.84	0	0.42	0.2	0.7	0.6	0.2	75.6	2.7	
M442	M	"Pork, skin, cooked"	0	0		0.75	0	0	0	0	0	0		0	42.5	0	138	0.05		1.6	76.4	100	460.47	460.47	1919.71	1919.71	459.26	1919.71	459.26	1919.71	29.83								12.433	2.362			12.444		0	0	0	1.6	1.6	0	0		0	0.93	4.33	0	17	0	41	4.31	6.31	2	7.68	206	336	48	0	0.08	8.9	179	0	0	0	0.56	0	0	253.44	0	0.62	0.16	0.8	0	0.2	23.6	0.9	
M443	M	"Pork, schnitzel, separable lean 96%, fat 3% & skin 1%, raw"	0	0	0	1.18	0	0	0	0	0	0		0	5.4	0.11	64.57	0.06		1.89	26.24	100	126.11	126.11	530.57	530.57	126.93	530.57	127.38	532.46	4.33								1.801	0.413			1.709		0	0	0	1.89	1.89	0	0		0	1.32	1.41	0	28.32	0	18.1	4.5	8.6	4.1	3.49	280.52	476.29	21.79	0	0.17	10.24	60.96	0	0	0	0.53	0	0	264.65	0	0.33	0.22	0.68	0.92	0	73.76	2.11	
M446	M	"Pork, separable soft fat, cooked"	0	0		0.7	3.65	0	0	0	0	0		0	19.9	3.65	85	0		1	71	100	533.6	533.6	2201.05	2201.05	526.57	2201.05	541.41	2263.1	53.4								23.6	4.52			22.127		0	0	0	1	1	0	0		0	0.93	1.3	0	15.2	0	26	2.74	4.84	2.1	2.12	168	291	13.25	0	0.06	7.3	70	0	0	0	0.12	3.65	0	161.12	0	0.25	0.13	0	1.8	0.2	29	1.03	
M448	M	"Pork, midloin chop, separable lean, fried"	0	0		1.29	0.25	0	0	0	0	0		0	12	0.25	106	0.02		3.3	37.6	100	173.29	173.29	729.22	729.22	174.45	729.22	175.47	733.47	5.81								2.192	0.412			2.496		0	0	0	3.3	3.3	0	0		0	0.93	1.33	0	37	0	19	6.25	10.85	4.6	4.84	353	591	30.25	0	0.05	12.2	85	0	0	0	0.4	0.25	0	367.84	0	0.73	0.32	0.8	0.7	0.2	62.4	3.15	
M449	M	"Pork, composite cuts, separable intramuscular fat, cooked"	0	0		0.8	0.86	0	0	0	0	0		0	19	0.86	85	0		2	58.95	100	434.65	434.65	1795.89	1795.89	429.64	1795.89	433.15	1810.55	41.1								18.3	3.28			17.054		0	0	0	2	2	0	0		0	0.93	1.73	0	18	0	22.5	3.35	5.45	2.1	2.59	199	360	16.19	0	0.11	8.1	64	0	0	0	0.33	0.86	0	196.84	0	0.45	0.13	0	1.3	0.2	41.05	1.81	
M452	M	"Pork, skin, raw"	0	0		0.75	0.63	0	0	0	0	0		0	19	0.63	86	0.04		3.7	55.7	100	328.3	328.3	1367.53	1367.53	327.16	1367.53	329.7	1378.15	22.2								9.729	1.796			8.824		0	0	0	3.7	3.7	0	0		0	1.32	2.9	0	9	0	38	2.88	4.68	1.8	5.14	122	209	32.13	0	0.17	5.1	118	0	0	0	0.57	0.63	0	169.62	0	0.44	0.17	0.7	0	0.2	44.3	0.72	
M458	M	"Pork, leg roast, separable lean 81%, fat 13% & skin 6%, roasted"	0	0		1.28	0	0	0	0	0	0		0	14.8	0.53	105.16	0.06		1.71	43.55	80	237.51	237.51	993.23	993.23	237.61	993.23	239.77	1002.25	12.96								5.4	0.951			5.483		0	0	0	1.71	1.71	0	0		0	0.93	1.65	0	29.55	0	21.06	5.91	10.13	4.22	4.83	301.32	509.91	30.22	0	0.09	15.28	88.74	0	0	0	0.51	0	0	347.82	0	0.51	0.12	0.7	0.89	0.2	56.45	3.27	
M465	M	"Pork, forequarter shoulder roast, lean 74%, fat 20% & skin 6%, roasted"	0	0	0	1.04	0	0	0	0	0	0		0	17.44	0.63	95.41	0.07		1.71	44.87	78	275.3	275.3	1146.96	1146.96	274.39	1146.96	276.95	1157.67	18.47								7.697	1.373			7.797		0	0	0	1.71	1.71	0	0		0	0.93	2.02	0	24.07	0	22.43	5.32	8.33	3.01	4.36	259.45	457.89	27.28	0	0.15	9.39	87.06	0	0	0	0.41	0	0	313.18	0	0.61	0.1	0.57	0.86	0.05	55.13	4.17	
M467	M	"Muttonbird, composite cuts, separable lean, steamed & grilled"	0	0		6.3	0	0	0	0	0	0		0	68	0	101	0.4		9	36.74	34	173.95	173.95	727.66	727.66	174.08	727.66	174.08	727.66	9.3								4.61	0.465			2.386		0	0	0	9	9	0	0		0	1.5	4.2	0	19	0	23	3.77	52.27	48.5	3.61	190	245	22.56	30	0.8	112	2160	0	0	0	0.41	0	0		30	7.6	0.02	0	0.1	0	63.26	2.4	
M468	M	"Pork, leg steak, separable lean 96%, fat 4%, raw"	0	0	0	1.07	0	0	0	0	0	0		0	8.33	0.11	79	0.06		4.37	25.79	100	122.76	122.76	516	516	123.45	516	123.91	517.94	4.58								1.909	0.44			1.825		0	0	0	4.37	4.37	0	0		0	1.32	1.79	0	34.9	0	22.38	4.21	8.29	4.08	3.26	338.04	592.74	20.38	0	0.18	11.24	82.83	0	0	0	0.55	0	0	247.87	0	0.39	0.14	0.67	0.63	0	74.21	2.9	
M469	M	"Pork, midloin chop, lean, separable lean 74%, hard fat 8%, soft fat 7% & intermuscular fat 3%, grilled"	0	0	0	1.1	8.21	0	0	0	0	0		0	26.86	8.38	96.52	0.12		1.59	54.24	87	265.59	265.59	1107.28	1107.28	264.9	1107.28	298.99	1249.79	17.17								7.196	1.273			7.257		0	0	0	1.59	1.59	0	0		0	0.93	1.84	0	30.4	0	24.03	5.3	8.61	3.31	4.44	323.38	508.22	27.76	0	0.05	9.22	96.45	0	0	0	0.37	8.21	0	311.69	0	0.48	0.1	0.28	0.93	0.05	45.76	2.84	
M472	M	"Muttonbird, separable lean, raw"	0	0		13	0	0	0	0	0	0		0	51	0	174	0.46		15	50.62	27	212.35	212.35	888.86	888.86	212.65	888.86	212.65	888.86	10.9								5.01	0.733			3.074		0	0	0	15	15	0	0		0	1.5	5.3	0	32.6	0	37.6	4.77	78.77	74	4.57	298	520	28.56	40	1.1	155.1	4610	0	0	0	0.77	0	0		40	9.3	0.06	0	0.1	0.8	49.38	3.1	
M476	M	"Pork, loin medallion, separable lean 82%, intermuscular fat 9% & soft fat 9%, grilled"	0	0	0.16	1.39	0	0	0	0	0	0		0	11.66	0.39	104.79	0.04		1.42	43.62	85	235.67	235.67	985.15	985.15	235.68	985.15	237.28	991.82	13.15								5.508	0.962			5.524		0	0	0	1.42	1.42	0	0		0	0.93	1.83	0	32.6	0	24.04	6.06	10.14	4.08	4.69	340.61	592.32	29.33	0	0.06	15.2	81.83	0	0	0	0.52	0	0	356.67	0	0.49	0.12	0.66	0.93	0.2	56.38	3.22	
M477	M	"Muttonbird, composite cuts, separable fat, steamed & grilled"	0	0		2.89	0.82	0	0	0	0	0		0	11.1	0.82	47	0.05		15.44	71.84	100	588.03	588.03	2420.23	2420.23	579	2420.23	582.33	2434.15	63.1								34.6	3.78			20.201		0	0	0	15.44	15.44	0	0		0	1.5	1.6	0	7.7	0	11.1	10	23.5	13.5	0.81	95	131	5.03	1455	2.25	35	1160	0	0	0	0.52	0.82	0		1455	15.4	1.58	0	3.3	0	28.16	0.55	
M485	M	"Pork, midloin chop, separable lean 71%, intermuscular fat 5%, hard fat 7%, soft fat 10% & skin 6%, raw"	0	0	0	0.95	0.79	0	0	0	0	0		0	13.75	1.2	71.58	0.03		2.56	37.29	87	225.76	225.76	938.59	938.59	224.54	938.59	229.42	958.99	16.7								7.467	1.46			6.638		0	0	0	2.56	2.56	0	0		0	1.32	1.2	0	20.78	0	20.6	3.68	7.06	3.39	3.02	202.65	364.11	18.85	0	0.12	8.83	63.78	0	0	0	0.4	0.79	0	216.38	0	0.4	0.15	0.56	1	0.05	62.71	1.58	
M486	M	"Muttonbird, composite cuts, separable fat, raw"	0	0		1.44	0	0	0	0	0	0		0	6	0	59	0.09		18.92	87.99	100	771	771	3172.38	3172.38	758.94	3172.38	758.94	3172.38	83.5								42	8.58			24.948		0	0	0	18.92	18.92	0	0		0	1.5	1.04	0	3.5	0	13.6	12.3	28.9	16.6	0.78	42.4	67.3	4.88	1712	2.76	43.4	537	0	0	0	0.64	0	0		1712	18.9	1.93	0	3.3	0	12.01	0.5	
M490	M	"Pork, midloin chop, separable lean, roasted"	0	0		1.09	0.72	0	0	0	0	0		0	13	0.72	97	0.02		1.2	35.9	100	178.06	178.06	746.33	746.33	178.55	746.33	181.48	758.57	8.34								3.191	0.592			3.582		0	0	0	1.2	1.2	0	0		0	0.93	1.4	0	31.7	0	16	5.32	9.72	4.4	4.12	379	538	25.75	0	0.09	11.3	75	0	0	0	0.41	0.72	0	313.12	0	0.74	0.17	0.7	0.8	0.2	64.1	3.18	
M498	M	"Pork, leg roast, Pork, leg roast, separable lean 94% & fat 6%, roasted, roasted"	0	0		1	0	0	0	0	0	0		0	12	0	105	0.07		2	38.3	84	191.4	191.4	803.95	803.95	192.33	803.95	192.33	803.95	7.6								3.089	0.573			3.254		0	0	0	2	2	0	0		0	0.93	1.5	0	32	0	19	6.2	10.8	4.6	4.92	323	546	30.75	0	0.1	16.5	84	0	0	0	0.54	0	0		0	0.53	0.12	0.76	1	0.2	61.7	3.7	
M502	M	"Mutton, flaps, separable lean 64% & fat 36%, fried"	0	0		1.28	1.1	0	0	0	0	0		0	18	1.1	109	0.09		7	52.23	100	336.44	336.44	1395.61	1395.61	333.88	1395.61	338.36	1414.35	27.41								10.128	0.787			14.649		0	0	0	7	7	0	0		0	3.23	2	0	19	0	20	4	11.8	7.8	3.59	206	152	22.44	4	0.4	2	45	0	0	0	0.11	1.1	0		4	2.8	0.1	0	0.1	0.13	47.77	3.2	
M503	M	"Pork, leg steak, separable lean 93%, fat 7%, stewed"	0	0		1.17	0	0	0	0	0	0		0	8.81	0.1	135.07	0.11		1.34	39.59	100	195.33	195.33	821.76	821.76	196.59	821.76	197	823.46	6.72								2.767	0.489			2.841		0	0	0	1.34	1.34	0	0		0	0.93	2.21	0	31.87	0	24.87	6.97	10.74	3.77	5.39	298.74	455.52	33.71	0	0.09	6.88	55.73	0	0	0	0.37	0	0	409.9	0	0.38	0.11	0.65	0.66	0.01	60.41	4.48	
M505	M	"Pork, scotch fillet steak, separable lean 85%  & intermuscular fat 15%, grilled"	0	0		1.36	0	0	0	0	0	0		0	9.1	0.13	103.01	0.11		1.46	42.83	100	241.48	241.48	1008.39	1008.39	241.24	1008.39	241.76	1010.57	14.32								5.82	1.051			6.063		0	0	0	1.46	1.46	0	0		0	0.77	1.86	0	31.83	0	27.22	4.75	8.13	3.38	4.5	322.68	547.73	28.14	0	0.11	15.44	84.71	0	0	0	0.48	0	0	279.63	0	0.7	0.1	0.55	0.32	0.2	57.17	5.64	
M507	M	"Pork, loin steak, separable lean 98%, intermuscular fat 2%, raw"	0	0		1.12	0.09	0	0	0	0	0		0	8.13	0.09	68.21	0.09		3.86	24.97	70	110.2	110.2	464.55	464.55	111.14	464.55	111.49	466.03	3.03								1.141	0.304			1.205		0	0	0	3.86	3.86	0	0		0	1.32	1.7	0	34.6	0	22.43	4.29	8.43	4.15	3.32	336.9	582.01	20.73	0	0.21	10.47	76.7	0	0	0	0.74	0.09	0	252.1	0	0.42	0.2	0.69	0.61	0.2	75.03	2.68	
M509	M	"Pork, scotch fillet steak, separable lean 83% & intermuscular fat 17%, raw"	0	0	0	0.98	0	0	0	0	0	0		0	7.56	0.12	67.43	0.06		4.73	30.28	100	175.34	175.34	731.47	731.47	174.99	731.47	175.5	733.58	10.99								4.564	1.007			4.552		0	0	0	4.73	4.73	0	0		0	1.32	1.7	0	23.09	0	19	3.95	7.68	3.73	3.06	247.22	450.57	19.11	0	0.18	9.77	68.44	0	0	0	0.58	0	0	232.33	0	0.51	0.13	0.58	0.36	0	69.72	3.19	
M513	M	"Pork, midloin chop, separable lean 90% & fat 10%, fried"	0	0		1.23	0.47	0	0	0	0	0		0	12.75	0.47	103.89	0.02		3.12	40.43	85	205.12	205.12	859.2	859.2	205.55	859.2	207.48	867.27	10.05								4.106	0.736			4.249		0	0	0	3.12	3.12	0	0		0	0.93	1.35	0	34.92	0	19.53	5.93	10.27	4.34	4.59	335.7	563.76	28.66	0	0.05	11.75	83.25	0	0	0	0.38	0.47	0	348.57	0	0.69	0.3	0.72	0.79	0.2	59.57	2.97	
M514	M	"Pork, loin steak, separable lean 98%, intermuscular fat 2%, grilled"	0	0		1.48	0	0	0	0	0	0		0	8.26	0.02	123.09	0.24		1.51	34.78	78	159.83	159.83	673.8	673.8	161.2	673.8	161.28	674.14	4.38								1.717	0.302			1.867		0	0	0	1.51	1.51	0	0		0	0.93	2.58	0	38.51	0	27.87	6.22	10.67	4.44	4.82	389.44	697.91	30.1	0	0.09	16.6	82.56	0	0	0	0.93	0	0	366.07	0	0.54	0.09	0.78	0.62	0.2	65.22	3.46	
M517	M	"Pork, midloin chop, separable lean 87%, hard fat 2%, soft fat 7% & intermuscular fat 5%, microwaved"	0	0		1.23	0.53	0	0	0	0	0		0	11.14	0.53	101.56	0		1.13	43.61	85	223.34	223.34	935.2	935.2	223.73	935.2	225.89	944.2	11.19								4.629	0.791			4.721		0	0	0	1.13	1.13	0	0		0	0.93	1.49	0	29.03	0	19.72	6.34	10.5	4.16	4.91	281.38	450.09	30.67	0	0.04	12.31	67.19	0	0	0	0.36	0.53	0	372.9	0	0.68	0.24	0.7	0.91	0.2	56.39	3.13	
M524	M	"Pork, shoulder roast, separable 88% lean, soft fat 3% & intermuscular fat 9%, roasted"	0	0	0	1.1	0	0	0	0	0	0		0	15.51	0.19	93.8	0.08		1.79	39.39	78	230.12	230.12	961.43	961.43	230.01	961.43	230.79	964.68	13.26								5.399	0.976			5.615		0	0	0	1.79	1.79	0	0		0	0.93	1.95	0	25.83	0	20.85	5.73	8.97	3.24	4.43	275.49	488.99	27.7	0	0.16	9.66	82.68	0	0	0	0.43	0	0	336.88	0	0.66	0.09	0.62	0.79	0.02	60.61	4.77	
M527	M	"Pork, shoulder roast, separable lean 87%, intermuscular fat 10%, soft fat 3% & skin <1%, raw"	0	0	0	1.02	0	0	0	0	0	0		0	10.73	0.25	67.76	0.07		5.17	29.54	72	165.17	165.17	689.36	689.36	164.92	689.36	165.92	693.54	10.09								4.269	0.939			4.08		0	0	0	5.17	5.17	0	0		0	1.32	1.61	0	24.19	0	18.21	3.84	7.67	3.83	2.97	256.93	456.45	18.58	0	0.19	7.25	79	0	0	0	0.45	0	0	225.82	0	0.49	0.14	0.61	0.61	0.01	70.46	3.39	
M528	M	"Muttonbird, separable lean 57%, separable fat 27% & skin 16%, raw"	0	0		3.8	3.34	0	0	0	0	0		0	32	3.34	130	0.26		14	64.02	59	415	415	1716.88	1716.88	410.74	1716.88	424.32	1773.67	37.5								19.37	3.059			11.611		0	0	0	14	14	0	0		0	1.5	3.5	0	20.6	0	22.7	3.24	45.54	42.3	3.1	192	334	19.38	456	0.63	111.6	2930	0	0	0	0.44	3.34	0		456	5.3	0.03	0	0.7	1	35.98	2	
M529	M	"Muttonbird, separable lean 68% & separable fat 32%, raw"	0	0		9.32	0	0	0	0	0	0		0	36.69	0	137.43	0.34		16.25	62.51	28	390.02	390.02	1615.11	1615.11	386.39	1615.11	386.39	1615.11	33.99								16.774	3.232			10.031		0	0	0	16.25	16.25	0	0		0	1.5	3.95	0	23.35	0	29.97	7.16	62.91	55.74	3.36	216.71	376.02	21.03	571.76	1.63	119.58	3314.62	0	0	0	0.73	0	0	421.44	571.76	12.35	0.65	0	1.12	0.55	37.49	2.27	
M53	M	"Tongue, beef & sheep, canned"	0	0	0.26	2.8	0.8	0	0	0	0	0		0	11	0.8	110	0.29		2	36.1	100	212.5	212.5	882.5	882.5	211.12	882.5	214.38	896.1	16.5								8.151	1.009			6.366		0	0	0	2	2	0	0		0	1.5	2.5	0	14	0	0	3.92	6.42	2.5	2.56	140	97	16	0	0.39	5.9	1050	0	0	0	0.04	0.8	0	230.4	0	5	0.04	0	0	0.26	63.9	2.3	
M532	M	"Pork, shoulder roast, separable lean, roasted"	0	0	0	1.15	0	0	0	0	0	0		0	15	0	95	0.09		1.8	36.3	100	198.77	198.77	833.49	833.49	199.4	833.49	199.4	833.49	9.03								3.455	0.641			3.879		0	0	0	1.8	1.8	0	0		0	0.93	2	0	27	0	20.5	6.07	9.47	3.4	4.7	287	509	29.38	0	0.17	9.9	85	0	0	0	0.45	0	0	357.2	0	0.69	0.09	0.7	0.7	0	63.7	5.2	
